# parcelid,lf1,lf2,lf3,lf4,lf5,lf6,lf7,lf8,lf9,lf10 
11457281,-0.7855,0.5270,-0.2248,0.7475,0.4340,-0.8347,-0.1273,0.5552,-0.1978,-0.7743
14320201,-0.6691,-0.7549,0.0483,-0.9586,-1.2518,-1.1886,-0.1753,-1.6263,0.4401,0.7156
11116111,-0.7184,-0.5794,-0.0820,-0.4539,-0.4154,-0.3858,-1.5315,7.9838,-2.5226,0.3801
12530979,-0.8047,0.0540,-0.2889,0.3965,1.5448,-1.3311,2.0037,-1.2864,0.0791,0.5672
13066113,-0.5925,-0.8209,0.5448,-1.7635,-2.7416,-0.6549,-4.6811,2.9001,1.4212,2.4767
14674493,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-0.4595,0.4462,0.1404,-0.0104,-0.7906
14391075,-0.7918,-0.4923,-0.2622,-0.0296,0.3544,-0.7739,-0.9885,-1.8270,-0.8693,-1.9264
14046628,-0.7858,1.8092,-0.1180,-0.4572,1.9219,-1.0508,0.6040,-0.2544,0.7478,0.5815
11060416,-0.0392,15.2760,0.7597,-3.3535,-12.0118,-0.4207,0.8737,0.9453,-1.8856,1.5717
11285931,-0.7718,-0.5422,-0.0466,-0.5625,-0.3217,-1.1321,0.4852,0.5064,-0.1626,-0.2346
10931650,-0.8612,-0.5311,-0.3402,2.3554,-0.0619,-0.8427,0.0395,-0.1825,0.0537,0.7563
11772487,-0.8671,-0.5350,-0.3654,-0.3085,0.5569,0.4489,0.2169,-0.7420,-1.1463,-0.1569
12897262,-0.6461,-0.6946,0.3111,-1.2080,-1.7722,-0.6800,-2.7776,0.5421,-0.0350,0.8365
14392395,-0.7965,-0.5049,-0.2721,-0.0371,0.3532,-0.9147,-1.6334,-1.8026,-1.2229,-3.3537
12816726,-0.8367,-0.5200,-0.2226,-0.2466,0.7090,-0.2879,2.8803,2.5549,-1.5765,1.8252
14367896,-0.7374,-0.5754,-0.1310,-0.4094,-0.3063,-1.2932,-1.4170,-0.3755,-0.3717,0.1554
13990013,-0.7642,-0.4168,-0.2029,0.0138,0.3598,9.4973,1.9398,-0.0971,-4.3565,0.9269
12936260,-0.7736,-0.8625,-0.0839,-0.8504,-1.0042,-0.3121,-0.0299,-0.3350,0.7234,1.4147
11996529,-0.8270,-0.3758,-0.2467,0.4321,0.2535,-0.5361,1.1043,-0.5877,0.6408,-0.5500
10839525,-0.6379,-0.8012,0.0345,-1.1648,-1.6436,-1.0820,-3.6361,2.5240,0.4410,2.4427
12876918,-0.7723,-0.4486,-0.2233,-0.0461,0.2944,-0.8022,-1.3648,-2.5859,-1.5615,-3.9252
11563488,-0.7390,0.3477,-0.3414,3.6798,1.0676,-1.5357,0.7949,-0.6078,-0.3831,-0.0543
10988601,-0.4611,-1.2431,0.2229,-2.6473,-4.2460,-1.5142,2.4434,-3.1659,5.6895,1.5824
11032673,-0.7092,-0.6121,-0.0577,-0.5481,-0.5715,10.3804,-2.0032,0.6428,-0.6172,1.3559
10812677,26.2786,-0.8304,10.3389,0.7083,1.1610,20.9477,-1.0153,0.3360,-2.0809,-0.5130
11030924,-0.6802,-0.7152,0.0189,-0.8446,-1.0628,-1.1248,-1.8366,0.4612,-0.1764,0.5647
14739064,-0.8230,-0.5951,-0.1917,-0.3530,0.3461,-0.1876,-0.6486,-0.5990,0.3821,0.1704
12047967,-0.7453,0.8503,0.0061,-0.2373,-0.4483,-0.8551,2.4320,-0.8440,1.5794,2.4210
17205384,-0.7242,-0.5590,-0.0972,-0.3951,-0.3180,-0.8502,-2.5091,-1.1876,-1.3520,-3.0169
12087246,-0.6922,-0.1401,0.0044,-0.2500,-0.4485,-1.2840,0.2132,0.1843,0.0314,-0.4593
12910217,-0.7277,-0.5465,-0.1065,-0.3594,-0.2587,-1.5654,-1.6848,0.1108,-0.4003,-0.1867
12525823,-0.8474,0.4040,0.0287,-0.9838,-0.3360,-1.0101,-1.9841,0.1455,-0.1225,0.3513
12858249,-0.7183,-0.6750,-0.0581,-0.7907,-1.0186,-0.5620,-1.3561,0.0597,0.3746,0.3354
12394829,-0.6933,-0.6687,-0.0157,-0.7109,-0.8413,-1.0940,-4.6015,2.3385,-1.2041,-0.0127
10920020,-0.7219,-0.5670,-0.0913,-0.4183,-0.3564,-0.5637,-0.1430,-1.4060,0.8270,1.2267
12135411,-0.7307,-0.5356,-0.1146,-0.3280,-0.2067,-0.8014,-0.3942,-0.3165,-1.1720,1.2087
12366236,-0.8469,-0.4144,0.0944,4.7002,-1.2122,-1.0938,-1.8213,-0.0256,0.3326,0.6586
14058124,-0.7650,0.3930,-0.0783,0.8551,-0.3673,-0.7693,-2.2585,2.2517,1.4571,-0.7510
14429033,-0.8165,-0.2722,-0.1423,0.0115,0.7604,-0.9008,0.6182,-1.2523,2.6707,0.5212
12162179,-0.8015,-0.3000,-0.2448,3.3235,-0.7270,-1.1405,0.6132,-0.2234,-0.4435,-0.2185
11103429,-0.6426,-0.7030,0.3266,-1.2449,-1.8366,11.0217,-0.5313,-0.3311,6.9974,0.4647
13050379,-0.8102,-0.5044,-0.0879,0.0561,0.5540,-1.3835,-0.2794,-1.7926,-1.3260,-1.0344
14148821,-0.7310,-0.5348,-0.1152,-0.3256,-0.2027,-1.2222,-2.1068,0.4702,0.2904,0.4268
14693607,-0.7662,0.1320,-0.1013,-0.2211,0.2111,-1.1745,-1.5920,-0.2454,-0.3465,0.1585
10986735,-0.6997,-0.5859,-0.2366,-0.4491,0.3837,-1.1862,-1.5327,1.0620,0.5798,-0.8614
12850963,-0.8116,-0.6594,-0.1889,-0.7796,-0.7937,-0.7600,-0.4225,0.0332,-1.2872,0.0899
12309359,-0.7627,-0.5487,-0.1865,-0.2192,0.0149,4.5175,-1.5411,-1.4543,-0.3915,-2.6302
10929582,-0.8154,-0.1965,-0.2973,1.0520,0.5179,0.4110,1.1894,-0.6221,0.3010,0.9413
13902898,-0.6830,-0.7051,0.0114,-0.8157,-1.0149,-0.9093,-2.8100,0.7127,-0.7849,0.0526
12958294,-0.7567,-0.3333,-0.1202,-0.2629,-0.2988,-1.2463,0.9655,-0.4866,0.7624,0.3928
14739040,-0.8230,-0.5951,-0.1917,-0.3530,0.3461,-0.1876,-0.6486,-0.5990,0.3821,0.1704
14660592,-0.7379,-0.6053,-0.1928,-0.1924,-0.5640,-0.9768,-0.2481,3.4978,3.6906,-2.4959
12665903,-0.8775,3.0739,-0.2536,1.2878,1.2564,-0.4218,2.3032,2.5339,-1.9927,-0.3419
12456617,-0.6853,0.2381,-0.3015,0.6506,1.1424,-1.2134,3.2562,3.1981,-1.4512,-0.3998
12038120,-0.7914,0.2199,-0.3079,0.3022,0.7870,-0.3762,0.4039,-1.7592,0.9794,0.3560
11417320,-0.8068,-0.2622,-0.2413,0.2317,0.8096,-1.3302,-0.5944,-1.4392,-0.7188,-1.6183
14333908,-0.5867,-1.1638,0.2682,-2.0746,-3.0365,-1.0119,-3.1129,0.8765,-0.0335,0.6211
12009740,-0.8232,0.0051,-0.2064,0.0321,0.5167,-0.0119,1.0619,-1.3995,-0.6007,-1.5167
11495925,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-0.2997,0.5271,-1.3887,-1.7909,0.7140
12085145,-0.8378,0.0244,-0.2261,-0.1391,1.1762,-1.5693,1.8804,-2.0134,0.0324,0.7909
11693712,-0.5396,5.6040,0.0336,-0.8464,-3.5752,-0.5158,2.0025,5.3331,-1.0777,1.9401
12609019,-0.7426,-0.5439,-0.1451,-0.3255,-0.1744,-0.3281,-0.7895,0.0253,-0.0323,0.5504
12971132,-0.6310,-0.7302,0.3770,-1.3647,-2.0457,-0.5182,-0.0773,1.5637,-1.4110,0.4813
10867922,-0.8063,-0.2640,-0.2408,0.2292,0.8045,-1.2009,0.5702,-2.3720,0.1092,0.1384
13966936,-0.7764,-0.6987,-0.1262,-0.5367,0.0218,-1.7474,0.8526,-0.1728,-0.9438,0.1934
10897435,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-1.4146,1.4212,0.9988,-0.3247,-2.7127
14599028,-0.7642,-0.4168,-0.2029,0.0138,0.3598,0.3016,-1.6040,1.1576,1.7089,2.5786
10836431,-0.7846,-0.3906,-0.2244,0.1104,0.5564,-1.6236,0.1153,-1.5695,-0.6935,-0.4319
12860391,-0.7642,-0.4168,-0.2029,0.0138,0.3598,0.1320,-1.1903,-2.7849,-1.9084,-5.0045
10753971,-0.7073,-0.3625,-0.3839,1.8121,0.1079,-1.1270,0.5992,-1.2692,0.7045,-0.7985
12474329,-0.6665,1.0767,-0.2470,1.7102,-0.5878,-0.9406,3.4498,3.8951,0.1821,-0.4609
17129739,-0.7545,-0.3926,-0.2955,-0.0153,0.9015,-1.7152,1.5816,-2.1695,0.5059,0.9157
14243468,-0.6248,-1.0546,0.1679,-1.7469,-2.4786,-0.8748,-2.7699,0.8626,0.1756,1.0115
14069135,-0.9039,0.6856,0.1416,0.3216,3.3227,-0.9856,0.5311,-1.7241,0.7302,-0.1736
10803737,17.3426,-0.5693,-1.1628,0.0721,0.3652,8.4051,-1.7248,0.6233,-0.5801,-0.0686
17086260,-1.4231,11.5271,-0.9214,2.8361,18.9685,-0.6298,0.2961,-1.8473,0.8465,-0.9256
13937948,-0.7605,-0.5100,-0.1680,-0.1628,0.1811,-1.6429,-1.1515,-1.2037,-0.0143,-0.9996
12425649,-0.7254,-0.5545,-0.1006,-0.3823,-0.2967,-0.5084,-6.3298,3.7037,-0.4074,1.5278
17126886,-0.4643,-0.6725,-0.5560,-0.2903,0.4526,-1.1613,4.0635,2.8921,-5.4477,1.8566
14634479,-0.7268,-0.6382,-0.1026,-0.5770,-0.5699,-0.8300,-1.3081,1.2675,-0.9223,0.7456
14745411,-0.4828,-0.4967,-0.4613,0.1974,0.6905,-0.9715,-0.0478,-1.0271,0.6445,0.5894
11634189,-0.9179,0.2752,-0.3593,-0.0280,1.8116,-0.1750,1.9175,-0.6789,-0.2613,-0.4307
12029244,-0.8377,0.3266,-0.2346,0.3789,1.1236,-0.9433,1.3598,-1.8067,0.2115,-0.5372
14167169,-0.7401,-0.0370,-0.0542,-0.4480,-0.4290,-0.3864,1.3926,2.6661,-1.2531,-1.5061
14654824,-0.7391,-0.5651,-0.1357,-0.3820,-0.2630,-1.1599,-3.3303,2.1140,-1.9725,0.0390
14624389,-0.7428,-0.6418,-0.1438,-0.5559,-0.5010,-0.8257,0.0753,1.2708,0.5604,2.3034
12150776,-0.7557,-0.2020,-0.1060,-0.4984,-0.3131,-1.3944,-0.6285,-1.1451,-1.2882,-0.0393
12966592,-0.6938,-0.6670,-0.0170,-0.7058,-0.8328,-0.9397,-0.2916,3.3807,-1.8642,-0.7220
11620624,-0.8069,-0.2869,-0.1725,0.7648,0.0273,-1.4422,0.1026,-0.7343,-0.0042,-0.3686
14676696,-0.7309,-0.4360,-0.2025,0.0252,0.2025,-1.1426,-0.8155,-0.8405,0.0569,-0.6944
13020423,-0.7642,-0.4168,-0.2029,0.0138,0.3598,0.0184,-1.5920,-2.4942,-1.8770,-4.9330
11080730,-0.7233,-0.5619,-0.0951,-0.4035,-0.3319,-1.6135,0.7148,-0.7262,-0.2783,-0.3206
14446751,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-1.4968,-1.0263,-0.7650,-0.1596,0.1825
11943489,-0.8130,-0.5238,-0.2971,1.7233,-0.1058,-0.4202,1.1163,-0.5991,-0.6372,-0.7582
11036167,-0.6824,-0.7073,0.0130,-0.8218,-1.0250,-1.9049,-0.5008,-1.4633,0.3831,-0.1476
12901647,-0.6622,-0.7274,0.2620,-1.2414,-1.7762,-1.6621,-2.4436,0.3076,-0.0738,0.2489
11516546,-0.7982,1.1205,-0.2108,0.0889,2.1498,-0.9078,0.4087,-1.1686,0.5834,-0.5971
17289560,-0.7741,-0.2020,-0.2480,-0.5112,-0.0729,-0.6640,-1.3517,-0.6417,0.7951,0.0458
11024002,43.2388,-0.3876,-3.8249,0.9310,1.5592,44.1996,1.5524,-2.6686,-0.8739,-0.5738
12469692,12.3272,0.0529,-1.3015,0.5655,1.2354,10.2612,2.4946,0.2949,-0.6148,0.1323
10761169,-0.7967,-0.0363,-0.2303,0.5924,0.5859,-1.1359,1.5413,0.9289,-0.9188,-0.9403
11410165,-0.7242,0.7853,0.6279,-0.4064,-0.2131,-1.1135,1.8244,1.5772,-0.6460,0.6593
14160571,-0.7137,-0.5962,-0.0696,-0.5022,-0.4953,-1.2609,1.0800,2.0567,-0.4248,-0.3680
14472333,-0.8503,-0.2798,-0.3171,5.3467,-1.1124,0.0737,1.8424,2.7189,1.5474,-0.0348
11494406,-0.7868,-0.0238,-0.3210,0.5345,1.2454,-1.2350,1.2063,-1.4844,0.1640,0.1116
10999114,-0.7287,-0.6718,-0.0619,-0.7573,-0.6403,-1.2204,-2.6202,0.1533,-0.5713,-1.0994
10800361,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-1.9240,-1.0891,-1.6783,-1.0951,-2.9303
14737332,-0.8391,-0.4964,-0.2167,-0.1373,0.4020,-2.4993,0.8645,-0.1822,3.4950,-2.2063
14753989,-0.6546,-0.6745,0.2740,-1.1198,-1.6183,11.0112,-5.4137,2.6844,-1.1644,0.2843
14701064,-0.8676,-0.4400,-0.3611,0.1366,1.6212,-1.5906,1.2800,-0.1038,2.1231,1.5329
17157443,-1.1599,2.4458,-0.5973,0.7945,5.8784,-0.9392,2.5791,-0.1137,-0.7700,0.5142
11602926,-0.8587,-0.5320,-0.3163,1.0465,0.3960,-1.6261,0.9937,-1.0582,0.0984,0.5642
11687100,-0.9612,2.2812,-0.4657,0.7293,6.3729,-1.4417,0.3465,-1.3762,0.6693,0.3350
14315147,-0.8429,0.4673,-0.2769,2.7403,0.2744,-1.8431,1.2315,-1.9156,0.4131,0.9313
14034672,-0.7479,-0.5872,-0.1461,-0.4773,-0.4436,-0.8517,0.3339,-0.8398,1.3183,-0.0408
14390486,-0.8006,-0.5631,-0.1711,-0.2948,0.3839,0.5477,0.9303,0.5581,-0.2980,-0.4031
11878827,-0.8125,0.1451,-0.1962,0.1488,0.3379,-1.9790,1.7543,-2.5693,-1.0795,0.9074
14695644,-0.8546,0.0531,-0.2177,0.3378,0.7908,-1.4975,2.1127,-0.8506,-1.1095,0.2053
12833128,-0.5055,-0.7479,1.5358,-1.0166,-1.0608,2.8322,-1.9524,0.8842,0.5014,-0.7159
14604643,-0.6483,-0.6894,0.3015,-1.1851,-1.7322,-0.1862,-1.8339,0.7486,1.0757,1.2466
13987514,-0.7142,-0.5944,-0.0709,-0.4972,-0.4871,13.2959,-2.0564,-0.5228,-1.1188,-0.0739
14749589,-0.8257,0.3301,-0.2597,0.2200,1.9570,-1.9684,0.9704,-1.1767,-0.3186,0.0795
11988292,-0.8677,1.3079,-0.2653,-0.0012,2.3124,-1.6422,2.6130,-0.0577,2.0921,-2.2165
17239536,-0.7062,-0.6228,-0.0498,-0.5787,-0.6222,-1.4765,-2.4057,0.4098,-0.5866,0.1889
11450814,-0.7670,-0.5526,-0.1972,0.0462,-0.4408,-1.2253,0.0982,-0.6427,1.3547,-1.1003
11634243,-0.9283,0.3902,-0.3996,0.5293,1.7380,-0.2749,2.4570,-0.2057,-0.2835,-0.2277
11948830,-0.7609,1.6276,0.0342,0.6243,-1.0463,-0.5066,1.5680,-0.9422,-0.4340,-0.3076
14738546,-0.7224,-0.6684,-0.0680,-2.1070,-1.9045,-1.2754,0.1680,-0.9472,2.1911,-0.4759
14318148,-0.9027,0.6197,-0.3197,-0.1479,2.6510,-1.8378,1.2263,0.0899,2.3948,0.3075
14077187,-0.7469,-0.4781,-0.1573,-0.1627,0.0673,3.7754,-2.8912,1.1767,-1.0619,-0.1979
11194389,-0.7004,-0.6434,-0.0345,-0.6379,-0.7203,-0.9244,-2.8564,0.7185,1.1187,-1.2827
17177301,18.6044,-0.5708,-1.8927,-0.2166,-0.1924,26.5823,-2.6115,0.8494,-1.3695,0.5451
12580928,-0.7759,-0.5344,-0.2703,-0.3084,-0.1846,-1.2422,0.2634,0.9871,-1.7353,1.4078
17129571,-0.7544,-0.3925,-0.2960,-0.0154,0.9045,-1.7258,1.6932,-2.2085,0.5385,0.9887
14323564,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-0.9544,1.0649,-2.8681,0.1069,0.9715
17092738,-0.7836,-0.4926,-0.2515,-0.1291,0.2039,-1.6536,-0.2534,-2.1398,0.2253,-0.3778
10821151,-0.7936,-0.4072,-0.2519,1.0135,0.2404,-1.5872,1.9803,-0.8250,0.7576,-0.3073
11523431,-0.8007,-0.2651,-0.2358,0.1209,0.3396,-1.1718,-0.0032,-0.7595,0.7027,1.2130
11631325,-0.8028,0.2509,-0.2454,0.3443,0.4016,-0.3876,0.1395,-1.0552,-0.7959,0.3120
11463161,-0.7743,-0.2829,-0.2948,1.5758,0.5851,-1.9885,1.0596,-1.5110,-0.0653,1.0230
12291258,-0.6804,-0.7143,0.0182,-0.8421,-1.0586,-1.4933,-1.4437,-0.0004,-1.4889,-0.9277
14674909,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-1.0049,-0.1329,-0.3102,0.8186,0.4278
14442904,-0.8191,-0.3389,-0.0779,-0.1123,0.3342,-1.1061,0.6816,-1.0724,2.9665,0.6689
11448881,-0.7101,-0.5645,-0.1263,-0.4613,-0.4621,-0.3819,-0.0348,-1.6010,0.4848,-0.2343
10729725,-0.1634,-0.7581,8.2897,-0.0434,0.1589,-1.5098,-2.0969,0.6200,0.0260,1.0839
11721106,-0.7369,7.2758,-0.1439,7.9852,-6.4742,-1.2806,1.7706,-1.0852,2.6814,-0.0786
11475556,-0.7401,-0.1402,-0.1228,-0.2942,-0.1506,-2.0415,-0.0812,-1.4671,-0.2664,1.6621
12017560,-0.8295,-0.2588,-0.2753,0.1571,0.5251,-0.9527,1.4999,-1.2388,0.2495,0.9800
12494471,-0.7692,-0.4235,-0.2114,0.1011,0.3615,-1.2020,0.5545,-0.3577,-0.2282,-0.4433
10941753,-0.8122,-0.0417,-0.1984,0.4838,0.1164,-1.3169,2.2036,-1.0146,-0.3830,0.6853
11560247,-0.8413,-0.3321,-0.0265,2.2274,0.1414,-1.7184,1.7094,-1.6285,-0.8472,0.3433
12099064,-0.7988,-0.1460,0.6122,0.2646,1.1195,-0.7642,1.7657,0.8622,-1.3144,-1.4450
13968748,-0.7766,-0.7062,-0.1241,-0.5514,0.0122,-0.7099,0.6762,0.0624,-1.0164,-0.2441
10828943,-0.4574,-0.6557,3.8845,-0.2347,-0.1023,-0.9881,-1.4156,0.8843,-0.6987,0.8886
12461083,-0.7526,0.1857,-0.2374,0.4290,0.8536,-1.2996,3.5408,2.6031,-1.5067,0.5288
14240502,-0.8010,-0.3321,-0.2190,-0.1077,0.4467,-1.1929,-0.6686,0.3957,0.4184,0.7257
11907577,-0.6070,-0.5261,1.4168,-0.1894,0.1031,-1.1346,0.2485,-0.8932,0.2067,1.0360
11735783,-0.8148,-0.4307,-0.2861,2.3146,0.0922,-1.0239,2.6411,1.5289,-0.1923,-1.7971
12521875,-0.8219,0.1987,-0.2136,-0.0092,0.9097,-2.5534,4.4149,-2.9205,-0.0393,2.1406
13889116,-0.8273,0.5270,-0.2408,0.1358,2.5212,-1.4517,0.7356,-1.1777,0.2548,0.6615
12461122,-0.7398,0.2814,-0.2638,0.6652,0.7806,-1.4590,1.9857,0.9564,-0.7864,-0.1545
11727449,-0.8210,-0.4764,-0.2704,1.7887,0.1121,-1.0892,2.9724,0.0980,-0.7245,-1.2960
11493257,-0.7834,0.0060,-0.3204,0.5416,1.2568,-1.5673,1.2289,-1.2705,0.1321,0.2062
10874829,-0.7212,-0.5694,-0.0895,-0.4251,-0.3676,-1.5338,0.1590,-0.1986,0.7441,0.0541
14289378,-0.6870,-0.1124,-0.2127,-0.1432,0.5019,-1.2310,-1.8805,0.7627,-0.2281,0.7768
12633811,19.7080,-0.6840,-1.6972,-0.4175,-0.5379,16.7277,-3.5883,6.8390,2.2243,9.5533
14298941,-0.7818,-0.5585,-0.1745,-0.4532,0.0261,-0.9182,-2.1529,-0.0813,-0.8256,-0.0671
14361791,-0.7745,2.6129,0.5375,-3.0212,-4.9065,-0.7190,-3.0681,1.4815,-0.8317,2.1791
11995225,-0.8311,-0.2013,-0.1357,1.0506,0.2797,-1.2845,1.1326,-1.0546,-0.1611,0.2556
10911504,-0.6979,-0.3980,-0.6606,7.5849,-2.1308,-1.9996,0.6286,-1.2773,-0.3875,-0.4596
17140821,-0.7531,-0.3891,-0.3089,-0.0196,0.9798,-1.8288,1.6920,-2.2503,1.0168,1.2187
11859649,16.3474,-0.5632,-1.6085,-0.2394,0.3197,12.8971,0.3755,-1.5859,-0.1149,-0.1572
11195572,-0.5690,3.5478,-0.2259,-0.1981,-0.8629,-0.1410,1.2840,-2.5774,2.4272,1.9216
12960646,-0.7282,-0.3204,-0.0686,-0.5265,-0.3522,-1.5207,0.7109,-0.3768,-0.6191,0.2772
11544927,0.0539,-0.5768,7.8848,0.0026,0.8165,-1.5959,0.2845,-1.3316,0.2684,-1.6001
11657237,-0.8023,-0.3174,-0.1973,0.6258,0.3117,-1.7524,1.0187,-1.4630,0.6016,0.5817
11489224,-0.7537,-0.5182,-0.1304,-0.2488,-0.0250,-1.0098,-0.1796,-0.8319,-2.3207,1.2137
11327631,-0.7823,-0.5981,-0.3069,-0.4829,-0.4795,-2.1055,1.6005,-2.5548,0.9642,1.3970
11641588,-0.8289,-0.1756,-0.3016,3.5748,-0.8741,-1.3613,2.8320,0.3586,-1.1968,0.3171
13965353,-0.7945,-0.5900,-0.2722,-0.2436,0.0930,-0.4194,-0.9558,0.8868,-0.4294,-0.4920
14381471,-0.7491,-0.3119,-0.1572,-0.2675,-0.1147,-1.3307,-2.2503,0.2002,-0.3322,-1.1707
13901033,-0.5003,-1.0379,0.9462,-2.7178,-4.4067,-0.9019,-5.5266,3.3417,-0.4585,0.9703
12038689,-0.6304,-0.4137,-0.4494,0.3305,1.2629,-1.3998,1.0368,-2.4419,0.2453,1.4506
12153496,-0.7214,-0.5687,-0.0900,-0.4231,-0.3642,-1.1895,-2.4669,0.0982,0.6154,-0.1136
14091549,-0.7343,-0.5231,-0.1239,-0.2919,-0.1469,-0.4868,-0.5581,-0.6821,-0.2780,-0.1441
14372278,-0.8018,-0.6369,-0.2029,-0.4270,-0.0793,-1.2061,-0.2429,-0.3703,0.4680,0.0533
14337351,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-1.2098,-0.0982,-1.0299,0.7686,0.2097
11198742,-0.7904,-0.2863,-0.1913,-0.2009,0.2608,-0.6242,-0.8662,0.3788,-0.4650,1.3812
11983222,-0.8196,0.1719,-0.2132,-0.1224,0.3527,-0.7847,0.7235,-1.4529,0.1767,-0.3079
17250364,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-1.6779,-0.6560,-0.2309,1.0110,0.7102
14240089,-0.7905,-0.5472,-0.2925,0.1179,0.4231,-1.2190,0.9847,-0.7852,-0.5297,-0.5435
12562286,-0.8073,0.2837,-0.2149,-0.0763,0.3228,-0.9959,-1.0024,1.3253,-0.1979,1.1780
14020117,-0.8441,-0.4480,-0.2233,-0.1231,0.3502,-1.6783,-1.0548,-1.0874,0.0248,-0.6754
12945898,-0.7103,-0.6081,-0.0607,-0.5366,-0.5525,-1.2397,-0.0467,0.1784,0.3971,-0.7285
12807257,-0.8168,-0.8151,-0.3293,-0.8422,-0.7445,-1.1034,1.0720,-0.1324,-0.8539,-0.1334
11752546,-0.7730,0.1415,-0.2284,-0.0641,0.6972,-2.2382,2.9904,-1.2812,0.9244,1.6148
10843687,-0.7871,-0.3803,-0.2333,1.4352,-0.0326,-1.2396,0.7259,-0.0470,0.0203,0.9315
14470078,-0.8372,-0.3007,-0.2997,4.5355,-0.8885,-0.0480,0.5640,2.8330,1.1581,0.0608
14531375,-0.7611,-0.4941,-0.1828,0.5303,-0.0787,-1.2139,-0.3244,-0.3373,0.2538,0.5556
12249355,-0.5943,-0.5799,1.2792,-0.4006,-0.2775,-0.6581,-0.9895,-0.6236,-0.5017,-0.8586
12265617,-0.7203,-0.5725,-0.0871,-0.4342,-0.3827,-1.3594,-0.4282,-1.8989,-0.6359,-0.8802
14353106,-0.7642,-0.4168,-0.2029,0.0138,0.3598,-0.3145,-1.0581,0.0422,-0.4261,0.2158
12654248,-0.7715,-0.4903,-0.2450,-0.1876,0.0194,-1.0126,1.6276,-0.6769,-1.3764,-0.3062
